#line	motif	seq	start	end	strand	seqLen	querybp	mRatio	m	mm	i	d
9401	telomere	2ad66d56-44b0-4db1-9650-90076f66f69f	10566	10635	+	10670	71	95.8%	68	1	0	2
9405	telomere	0b11d3e4-3bb6-4373-ab41-ffc054d0f36f	9700	10989	+	10991	1350	93.9%	1270	16	3	64
9409	telomere	ec908f51-ad5e-46a2-a6fa-1da5937f8884	0	23032	-	32118	23221	98.7%	22975	7	50	239
9413	telomere	9cab0483-1dfb-42b3-a24e-f32d07931268	7108	7303	+	7303	201	94.0%	189	6	0	6
9417	telomere	34070d4a-fc8f-4972-b0da-b8baf6f0b877	29872	29983	+	29983	119	91.6%	109	2	0	8
9421	telomere	c5baac21-180d-45dd-a5f0-68ba1294b778	0	555	-	10759	552	97.0%	544	2	9	6
9425	telomere	7e152b77-1a0b-4140-b8d4-241451c2fc3a	5265	6495	+	6500	1268	96.1%	1220	9	1	39
9429	telomere	5d4cd151-2271-4b30-85d0-73fdd62c0a4a	0	742	-	10201	735	97.9%	730	1	11	4
9433	telomere	b5eceeab-74b3-4cd7-a32d-a8cc7ba80fa1	22350	22650	+	22962	308	94.2%	291	8	1	9
9437	telomere	b5eceeab-74b3-4cd7-a32d-a8cc7ba80fa1	22666	22903	+	22962	258	88.0%	227	10	0	21
9441	telomere	278b8033-f828-4ef5-8679-c2effa60b9ae	20709	21488	+	21488	836	89.6%	752	24	3	60
9445	telomere	32aa04e4-c1a6-422c-9251-58e6a033e90f	8597	8680	+	8682	83	97.6%	81	2	0	0
9449	telomere	aeedf2a8-b350-4ec5-9513-72a4d4a1e6ff	0	561	-	14236	564	98.4%	557	2	2	5
9453	telomere	a963e353-f633-49be-afc0-d0b7ff595579	22422	22517	+	22517	95	98.9%	94	1	0	0
9457	telomere	f5d2d937-66c2-41b7-b24f-13bfa65fe40e	11967	12203	+	12203	245	94.7%	232	4	0	9
9461	telomere	10c3bea9-033c-4be2-aeb3-b640ca8e8d4c	4	16863	-	16863	16950	99.0%	16818	5	36	127
9465	telomere	3b6ea21c-a648-4960-a883-e7638ae825b9	21537	21588	+	21588	54	94.4%	51	0	0	3
9469	telomere	003a2a8c-db5e-41cb-85b0-dd51c909fbd1	17	1339	-	6353	1328	98.4%	1313	3	6	12
9473	telomere	4093fa4d-7ee5-4ea5-91fd-b9ae19e807c8	3	1326	-	13378	1340	97.3%	1313	0	10	27
9477	telomere	5cb97de2-1689-42b1-bd3a-df559a265aae	13334	13403	+	14092	70	98.6%	69	0	0	1
9481	telomere	5cb97de2-1689-42b1-bd3a-df559a265aae	13437	13507	+	14092	71	90.3%	65	4	1	2
9485	telomere	5cb97de2-1689-42b1-bd3a-df559a265aae	13524	13566	+	14092	42	97.6%	41	1	0	0
9489	telomere	5cb97de2-1689-42b1-bd3a-df559a265aae	13615	14092	+	14092	498	91.1%	461	8	8	29
9493	telomere	dfa93421-a18f-4b38-9af0-e18656c10a1d	30319	30509	+	30509	203	92.6%	188	2	0	13
9497	telomere	c02a2b2e-7580-4cba-a502-f6b10a52f9e4	36638	36850	+	36850	222	91.4%	203	9	0	10
9501	telomere	b9a2f1de-7afd-49ba-9a70-aa861db4a119	17956	19281	+	19284	1423	91.3%	1300	24	1	99
9505	telomere	7d9802cd-00da-4118-bcf0-465f1cccd883	1	1195	-	19315	1199	97.1%	1179	0	15	20
9509	telomere	84299519-6a00-45d1-9672-a81571efd7d0	11754	11921	+	11947	167	94.0%	157	10	0	0
9513	telomere	877c72b8-657d-44d4-95a0-d0187b9b47ef	0	985	-	29408	989	98.8%	981	0	4	8
9517	telomere	40ec9879-6233-4150-99ce-29c71dbae87e	20869	20946	+	20946	78	94.9%	75	1	1	2
9521	telomere	9803c1cb-54d4-4e89-af8f-d19fcb005910	13949	14422	+	14422	497	92.2%	460	11	2	26
9525	telomere	021d1619-99e5-436a-9707-78d31082eb26	0	435	-	16009	432	98.2%	429	1	5	2
9529	telomere	021d1619-99e5-436a-9707-78d31082eb26	458	520	-	16009	60	96.8%	60	0	2	0
9533	telomere	b1688b58-bbe6-43e5-a66f-959f18888afd	7785	7890	+	7922	107	96.3%	103	2	0	2
9537	telomere	f33de0a4-ae0d-471b-8d93-ffb37b3eba32	0	689	-	16931	678	97.1%	673	1	15	4
9541	telomere	bc95889c-ce72-4314-8941-c639bf9a1de2	0	634	-	20680	624	98.4%	624	0	10	0
9545	telomere	5cb04afc-a6d1-4fe7-ba3c-8de5b5328bcc	2	844	-	19067	859	95.5%	830	2	10	27
9549	telomere	91df200f-d9a8-4a3e-8e0e-7aa2c4d48752	24679	24811	+	24845	137	93.4%	128	4	0	5
9553	telomere	8ad35354-498b-4dcb-9276-7777fd93fb08	41	89	-	15684	50	96.0%	48	0	0	2
9557	telomere	8ad35354-498b-4dcb-9276-7777fd93fb08	103	1277	-	15684	1203	95.5%	1159	4	11	40
9561	telomere	c97f9b2f-0d06-4f9c-b619-4234eb8c1fff	3	1277	-	23203	1280	98.5%	1267	1	6	12
9565	telomere	89df94e6-145a-471c-9955-6ae3aafc9ed6	6887	8093	+	8467	1289	91.7%	1185	18	3	86
9569	telomere	89df94e6-145a-471c-9955-6ae3aafc9ed6	8192	8247	+	8467	56	98.2%	55	0	0	1
9573	telomere	2f0d478f-e152-4423-9cd9-41adb77e5037	11476	11544	+	11560	71	94.4%	67	1	0	3
9577	telomere	ea8faf35-983c-4b50-98f6-d2d45d174270	11	967	-	12411	959	97.7%	945	3	8	11
9581	telomere	88524305-014f-49a0-834b-52bb735a7490	6212	6254	+	6284	42	100.0%	42	0	0	0
9585	telomere	6b6a2423-5855-4567-8264-9fdb8132d606	0	740	-	28184	737	99.3%	736	0	4	1
9589	telomere	a7d58a11-ed2d-4e50-97a2-0ba0589e374e	8	1041	-	16931	1045	95.2%	1011	5	17	29
9593	telomere	3663d559-d95a-4741-ac46-bffe04043855	2	7923	-	18486	7949	98.1%	7856	9	56	84
9597	telomere	dc9b1c4b-2726-40c6-95cc-e7d61dc9f03e	20216	20314	+	20314	96	93.9%	93	2	3	1
9601	telomere	4aba52b2-ceae-4738-b2ab-fbe64e9d192f	8704	8843	+	8849	143	95.1%	136	3	0	4
9605	telomere	ba89fab8-9377-4198-8230-d59f142a0fff	0	1038	-	28586	1038	99.6%	1036	0	2	2
9609	telomere	28841b52-a539-4388-871f-509075509470	0	10867	-	14854	10929	98.7%	10827	4	36	98
9613	telomere	371beadb-f290-4fb8-9380-4c45335b61a4	0	606	-	24236	606	98.7%	602	0	4	4
9617	telomere	711f5c8b-5028-4803-a44e-c103f3377400	16584	17223	+	17255	660	94.6%	626	11	2	23
9621	telomere	3873829a-4fc7-4f22-ac86-a48e415287ae	17232	17699	+	17699	503	89.5%	451	15	1	37
9625	telomere	10920428-6eb5-40e4-9e6d-92071c2761a1	0	10157	-	10158	10292	96.9%	10054	23	80	215
9629	telomere	f3fbfb79-3aae-4145-8cf4-9f756b565fc1	17134	17540	+	17540	426	90.7%	390	12	4	24
9633	telomere	927d20b2-b50c-4a60-9e37-d970b7b04bbb	4	881	-	18026	878	99.1%	873	1	3	4
9637	telomere	c9625310-a3c9-4953-acef-f8b021f46d51	5906	7259	+	8235	1431	92.8%	1332	16	5	83
9641	telomere	c9625310-a3c9-4953-acef-f8b021f46d51	7271	7312	+	8235	42	97.6%	41	0	0	1
9645	telomere	c9625310-a3c9-4953-acef-f8b021f46d51	7462	7662	+	8235	216	91.2%	197	3	0	16
9649	telomere	c9625310-a3c9-4953-acef-f8b021f46d51	7695	7738	+	8235	43	100.0%	43	0	0	0
9653	telomere	c9625310-a3c9-4953-acef-f8b021f46d51	7816	7882	+	8235	66	94.0%	63	2	1	1
9657	telomere	c9625310-a3c9-4953-acef-f8b021f46d51	7945	7990	+	8235	47	95.7%	45	0	0	2
9661	telomere	c9625310-a3c9-4953-acef-f8b021f46d51	8012	8232	+	8235	234	92.7%	217	3	0	14
9665	telomere	15d8c14a-a721-42fb-aa52-2aec1ca61c14	5	729	-	10181	721	97.3%	712	1	11	8
9669	telomere	3c05b2c6-a7e5-4bfe-80c7-de05a71e00d1	3	893	-	12681	896	96.8%	878	1	11	17
9673	telomere	64e70a92-2467-4008-8790-4d389a252327	23629	23680	+	23680	52	98.1%	51	0	0	1
9677	telomere	ed603e71-af66-400e-86a0-867770712388	0	614	-	22508	600	96.1%	595	0	19	5
9681	telomere	5b3186ae-0b7a-4266-9e1b-44aa0ef48025	24691	24771	+	24771	82	95.1%	78	2	0	2
9685	telomere	9fbf2688-7df7-48d5-a1de-299121aca632	8626	8706	+	8724	83	95.2%	79	1	0	3
9689	telomere	97ba4154-a456-448b-940a-e09d9783dd29	6	116	-	7343	115	92.2%	107	2	1	6
9693	telomere	97ba4154-a456-448b-940a-e09d9783dd29	307	2233	-	7343	2031	89.7%	1850	44	32	137
9697	telomere	97ba4154-a456-448b-940a-e09d9783dd29	2333	7343	-	7343	5195	93.3%	4895	66	49	234
9701	telomere	19dc2e11-a8f8-455f-8e2a-957ae101463f	8363	9109	+	9115	779	91.2%	716	24	6	39
9705	telomere	c8309039-6cc8-44d1-b44e-f07caefd0e7a	25250	25347	+	25358	99	98.0%	97	0	0	2
9709	telomere	f2e01789-a390-41e4-b3ed-bd1b32239a68	8	1518	-	7516	1509	98.8%	1500	1	9	8
9713	telomere	26f46188-a64d-4c89-9afd-d18ae73c06a0	0	1522	-	13774	1543	98.3%	1519	1	2	23
9717	telomere	d0dd3a2b-ee23-4701-9249-f8ee24511a03	0	1294	-	15619	1302	99.2%	1293	0	1	9
9721	telomere	a2185e5a-4d60-4da6-baa8-6b1830363d32	12506	12555	+	12555	52	94.2%	49	0	0	3
9725	telomere	ecbb5bc3-54e1-470e-bbbc-cfda0640bc9e	15463	15751	+	15751	305	90.9%	280	5	3	20
9729	telomere	fad8717c-1e14-422a-83a7-d1be7bd21ab4	12491	12612	+	12612	126	92.9%	118	2	1	6
9733	telomere	8f925b3d-50bd-49d9-839c-e50450abbd42	0	692	-	21604	691	99.3%	689	0	3	2
9737	telomere	a5283d34-b279-4824-a018-79973180876c	26560	27088	+	27088	563	89.9%	506	22	0	35
9741	telomere	88e4a22f-d1ad-4763-8e1c-e326b077ea0c	0	1544	-	10069	1560	98.1%	1537	1	6	22
9745	telomere	072a945f-3451-48b1-a5b5-7e619f62205d	0	17371	-	17371	17752	96.1%	17172	89	110	491
9749	telomere	76dc0e3f-4466-49f5-a3a8-bee11be02201	10013	10442	+	10794	467	89.1%	418	9	2	40
9753	telomere	76dc0e3f-4466-49f5-a3a8-bee11be02201	10527	10749	+	10794	234	93.6%	219	3	0	12
9757	telomere	a8d76599-9ef4-411c-a532-be72ff746809	5	816	-	13440	807	99.0%	805	0	6	2
9761	telomere	1fc45bff-427e-4e93-bb12-d53bf2d8812d	24976	25249	+	25249	281	92.2%	260	12	1	9
9765	telomere	e47c3dfa-6776-4aad-a4b8-7861233d0352	0	22366	-	22479	22726	97.6%	22244	46	76	436
9769	telomere	e47c3dfa-6776-4aad-a4b8-7861233d0352	22376	22429	-	22479	59	89.8%	53	0	0	6
9773	telomere	f220e46e-a5a1-49dc-9032-c4137fdb2fd6	4890	6701	+	6701	1883	93.8%	1776	24	11	83
9777	telomere	3a9f33db-c737-4954-a3e3-f05a775de182	12824	13408	+	13409	608	91.6%	565	10	9	33
9781	telomere	03af9ea7-879f-40ef-9b05-ced88733e221	1	565	-	19846	551	97.7%	551	0	13	0
9785	telomere	8a9b5db2-18c6-48d7-98b9-dfc5e04025cb	0	9907	-	10734	10191	93.3%	9619	164	124	408
9789	telomere	8a9b5db2-18c6-48d7-98b9-dfc5e04025cb	10106	10672	-	10734	584	93.3%	553	4	9	27
9793	telomere	11fc9408-6285-422f-9544-3f3874582511	11544	11610	+	11616	66	100.0%	66	0	0	0
9797	telomere	08847983-530b-4a71-b237-426e7e18f96d	4295	5496	+	5680	1277	91.3%	1172	23	6	82
9801	telomere	08847983-530b-4a71-b237-426e7e18f96d	5565	5613	+	5680	52	92.3%	48	0	0	4
9805	telomere	08847983-530b-4a71-b237-426e7e18f96d	5617	5675	+	5680	58	96.6%	57	0	1	1
9809	telomere	f0762106-9405-402c-be17-46488a6b91d5	2243	3464	+	7833	1353	87.3%	1187	28	6	138
9813	telomere	f0762106-9405-402c-be17-46488a6b91d5	3536	4586	+	7833	1134	90.9%	1031	19	0	84
9817	telomere	f0762106-9405-402c-be17-46488a6b91d5	4731	6219	+	7833	1624	88.8%	1448	33	7	143
9821	telomere	f0762106-9405-402c-be17-46488a6b91d5	6293	7833	+	7833	1679	89.5%	1506	30	4	143
9825	telomere	965521e7-4270-4247-8e38-b3c17d771378	23445	23570	+	23578	131	92.4%	122	2	1	7
9829	telomere	fca46d3a-27d3-44b9-bfb0-8503d851082a	0	765	-	42032	770	98.3%	761	0	4	9
9833	telomere	9ec613d2-5925-4e18-a417-7ecced226771	0	535	-	21023	527	98.1%	526	0	9	1
9837	telomere	b7b0467d-bcb4-48a7-b6d0-fa2a0a733892	14632	15008	+	15018	388	91.6%	359	13	4	16
9841	telomere	c1d4a8b0-cb8c-43d2-b8b7-bfe7e280d63e	0	12988	-	12988	13011	99.4%	12956	4	28	51
9845	telomere	d8dd2d32-6d5e-451d-a395-8c85df8b0379	0	705	-	20382	701	97.9%	694	3	8	4
9849	telomere	b6525e7c-2304-4906-b3eb-b1b1ce171cbe	17002	17083	+	17087	81	100.0%	81	0	0	0
9853	telomere	f9bcc4b3-b48a-498f-8389-cd697cf7a045	19358	19424	+	19430	66	100.0%	66	0	0	0
9857	telomere	e5fea671-819a-42b9-88dd-8436ded8de1d	0	15982	-	15982	16130	98.7%	15943	11	28	176
9861	telomere	292950d8-d06d-48da-a7f9-e25b8ddcbfc6	5	7005	-	7009	7049	98.8%	6981	4	15	64
9865	telomere	cf005dfa-7ec7-4b5f-8882-a435639c9c22	0	735	-	20388	737	98.4%	729	2	4	6
9869	telomere	c3e65e10-173a-45a3-b74f-323d23574e4c	27485	27531	+	27533	46	100.0%	46	0	0	0
9873	telomere	76a573ee-bdde-4521-894b-df2e00b9bebb	0	1308	-	12269	1325	98.1%	1303	2	3	20
9877	telomere	0224184e-8b2a-4f1e-929d-23a493225f07	0	380	-	17450	379	99.0%	377	1	2	1
9881	telomere	b2d2451b-49e8-4f33-8a49-4755fb31063d	0	19408	-	23205	19430	98.5%	19270	14	124	146
9885	telomere	811fd940-c781-4b72-a713-a9f5c5ee34c6	9	1296	-	28466	1301	98.3%	1283	0	4	18
9889	telomere	9e4d15e1-c4f7-4ddd-b7af-9cf96b8de73c	10308	11161	+	11508	935	88.7%	831	20	2	84
9893	telomere	9e4d15e1-c4f7-4ddd-b7af-9cf96b8de73c	11283	11480	+	11508	208	91.8%	191	6	0	11
9897	telomere	813d7b69-cf0d-468a-a027-fc4b7b3d5ab1	0	701	-	27066	726	91.7%	675	16	10	35
9901	telomere	a3accfa5-bf2c-4758-b533-e445387e1e67	0	522	-	22425	516	97.9%	513	1	8	2
9905	telomere	864a17d4-8bd8-4e7f-af2c-96a59a4daf4d	0	914	-	20556	918	98.3%	907	2	5	9
9909	telomere	c2ceab2a-7167-436a-9be8-40b001c785e3	2	596	-	5858	593	95.2%	578	2	14	13
9913	telomere	ee4a58d2-a495-41c5-9752-bbeb156ff9cc	117	269	-	16920	159	90.7%	147	2	3	10
9917	telomere	ee4a58d2-a495-41c5-9752-bbeb156ff9cc	341	1456	-	16920	1156	94.8%	1102	6	7	48
9921	telomere	4d29e400-8572-4be1-b326-93ba4274f31b	6586	7745	+	7745	1214	93.8%	1140	17	2	57
9925	telomere	ca430f85-e20e-4ec3-a72f-e69eaf16efa1	14237	16322	+	19796	2240	91.4%	2053	26	6	161
9929	telomere	ca430f85-e20e-4ec3-a72f-e69eaf16efa1	16443	18712	+	19796	2416	91.1%	2211	48	10	157
9933	telomere	ca430f85-e20e-4ec3-a72f-e69eaf16efa1	18807	19796	+	19796	1042	92.4%	966	19	4	57
9937	telomere	ca430f85-e20e-4ec3-a72f-e69eaf16efa1	14123	14165	+	19796	41	97.6%	41	0	1	0
9941	telomere	da570c94-08b3-4fa9-b373-7f4fca95e321	0	797	-	25390	800	98.6%	793	0	4	7
9945	telomere	a0192ba0-944f-4dde-8700-9454ca7baa86	12330	12413	+	12415	83	98.8%	82	1	0	0
9949	telomere	31c4af90-9276-4489-b5fc-db8ab2d7797f	5475	5534	+	5569	59	100.0%	59	0	0	0
9953	telomere	07d03569-470c-47ca-8b29-04fe6c2e2df3	11	947	-	19040	938	99.3%	933	1	2	4
9957	telomere	6e4aa0b7-b798-4968-adfa-3cf6195c6580	0	648	-	13306	642	98.8%	641	0	7	1
9961	telomere	8b35fcdd-200c-48af-93e0-258b94ae841d	21	981	-	26392	959	98.2%	950	2	8	7
9965	telomere	13a335d9-65da-4c43-86c3-d973eb2afb64	0	1034	-	19214	1037	98.0%	1023	4	7	10
9969	telomere	9fc6f44e-318c-47f9-91d2-c9c2951b540b	22502	22605	+	22606	108	95.4%	103	0	0	5
9973	telomere	20f203e9-91a1-4f03-8349-216420b0176c	21716	22925	+	23001	1271	90.5%	1156	47	6	68
9977	telomere	20f203e9-91a1-4f03-8349-216420b0176c	22947	23001	+	23001	54	100.0%	54	0	0	0
9981	telomere	b161a3fb-9b20-42a6-b40b-2a4c81bf3a5e	0	553	-	14039	545	96.1%	537	2	14	6
9985	telomere	2550d8e3-f8e5-437d-951d-3142be9bf130	25	8831	-	8845	8852	99.0%	8782	2	22	68
9989	telomere	83199c25-856f-4a47-a92e-210ba2dcdfd0	0	530	-	10642	528	97.4%	522	0	8	6
9993	telomere	ca357a30-b1a8-4c0c-b8f1-55959cd80b01	15217	15262	+	15266	46	97.8%	45	0	0	1
9997	telomere	81213acb-2065-497d-aee3-23b6086e8ee7	9	15787	-	15787	15935	97.8%	15670	19	89	246
10001	telomere	502efdec-0a9f-48c9-be02-d4585d70fc6c	22889	22996	+	23002	107	100.0%	107	0	0	0
10005	telomere	2ade2b25-0ef1-4d62-b117-88d6989cd6f4	9	739	-	24997	727	98.6%	723	1	6	3
10009	telomere	67e2856e-2a88-45f5-a1b2-26648436ee7d	17851	17892	+	17959	41	100.0%	41	0	0	0
10013	telomere	0e9487bb-d1d9-4084-91f4-9b76a9369c1a	19	1307	-	16516	1308	96.7%	1275	3	10	30
10017	telomere	ea86c519-c944-4701-92b3-6fcff642f902	11298	12239	+	12240	980	90.5%	893	41	7	46
10021	telomere	565188b8-347f-4453-85b6-2d2792d6c925	11	13251	-	13251	13482	97.2%	13161	22	57	299
10025	telomere	e5cd57a1-1006-4cf9-bbb7-7a56af4b320e	0	932	-	12140	935	98.4%	925	2	5	8
10029	telomere	d6c0d05c-e5a6-4bfb-8451-e73e8c89c512	17950	18004	+	18026	54	100.0%	54	0	0	0
10033	telomere	2740f811-79d4-47fe-b84a-fd4348499dea	14814	15907	+	15955	1176	89.9%	1061	28	4	87
10037	telomere	a440fe5b-15cc-49d3-9ace-43d001f18bc3	0	568	-	13552	566	99.1%	564	1	3	1
10041	telomere	3bb75649-5555-4557-8972-45dc08d0fe7b	5409	5885	+	5885	492	93.0%	464	5	7	23
10045	telomere	80a71413-9dad-41b2-b6b4-5381f0ffc47a	17841	17973	+	17973	138	94.2%	130	2	0	6
10049	telomere	ba614082-55db-4836-8b68-6456bbf23c2e	1	849	-	32430	845	98.7%	841	0	7	4
10053	telomere	3254b376-afa1-496e-9fba-8b5e51327b11	51	27254	-	27254	27905	96.2%	26951	135	117	819
10057	telomere	fef75c50-ea65-4594-b7e4-bbaac9c98922	27932	28172	+	28172	263	89.4%	235	5	0	23
10061	telomere	af93f344-c5a6-4163-a108-069e58600b6d	0	388	-	19291	387	96.4%	380	1	7	6
10065	telomere	9f900d25-cd43-4553-99db-e838c07ee886	0	708	-	21010	708	97.1%	696	3	9	9
10069	telomere	671f5fde-5375-48fb-8450-c5e16645a395	0	928	-	12866	931	99.0%	925	0	3	6
10073	telomere	413b0ff3-2fd0-404f-bf94-394f4041e6f8	0	818	-	13815	813	99.1%	812	0	6	1
10077	telomere	6a45e801-5e16-47dd-b622-f42dafbc5542	0	978	-	29854	977	99.1%	973	0	5	4
10081	telomere	084a42a7-6775-4f3d-8717-df61fed642e8	0	797	-	23148	792	99.0%	790	1	6	1
10085	telomere	870c5468-0378-40b6-bf35-ab1df54b295c	16583	16631	+	16631	48	100.0%	48	0	0	0
10089	telomere	c5eb84e7-7590-4bd3-80f6-5b128f662e40	0	521	-	14098	518	98.7%	516	0	5	2
10093	telomere	8cdf6cae-1952-42cd-b926-fc5551af26bc	5453	5527	+	6731	77	94.8%	73	1	0	3
10097	telomere	8cdf6cae-1952-42cd-b926-fc5551af26bc	5572	6731	+	6731	1230	92.0%	1134	22	3	74
10101	telomere	7a55a928-4011-40e4-8e8b-20cf388985a8	0	828	-	7448	825	98.9%	822	0	6	3
10105	telomere	928079f3-26de-4a56-ae27-7bd49b82d42e	0	789	-	7364	783	99.2%	783	0	6	0
10109	telomere	1cf78b4b-8a35-481c-ade5-c20de9c6b7e5	44	83	-	7591	43	90.7%	39	0	0	4
10113	telomere	1cf78b4b-8a35-481c-ade5-c20de9c6b7e5	90	136	-	7591	47	91.7%	44	1	1	2
10117	telomere	1cf78b4b-8a35-481c-ade5-c20de9c6b7e5	295	7590	-	7591	7444	96.8%	7236	26	33	182
10121	telomere	a3180b48-4313-4adb-a97a-782f9ff65b75	0	885	-	29061	888	99.4%	884	0	1	4
10125	telomere	68e580a7-2104-46be-a9bf-91d7e1400844	15017	15837	+	15837	888	88.7%	790	27	3	71
10129	telomere	5d5b7edf-f580-487a-9898-6f9a9e39ac28	11513	11724	+	11724	221	91.9%	204	6	1	11
10133	telomere	8b341b44-9bb1-4b52-99bc-60da674ed3c2	0	1393	-	13537	1404	98.8%	1390	0	3	14
10137	telomere	4bd867eb-56e3-4590-acee-b7300422d1ba	0	931	-	5622	930	98.8%	924	2	5	4
10141	telomere	a57c39a3-e5b4-48a2-8727-5ccb71a34616	17076	17223	+	17245	153	94.8%	145	2	0	6
10145	telomere	592231c6-99ad-4dda-a2a4-6e2463b34cb3	0	17009	-	24725	17257	96.9%	16844	34	131	379
10149	telomere	ba358cda-a3d0-47b4-bde9-a3b5a6a4085f	17825	17913	+	17913	85	95.5%	84	1	3	0
10153	telomere	904815f7-8826-43ce-9ab9-ffe5cd87e99c	0	1301	-	29022	1331	97.6%	1300	0	1	31
10157	telomere	df5d91a1-a760-43e4-a3e6-6575a2389837	0	5340	+	5403	5594	94.5%	5287	50	3	257
10161	telomere	120295e4-7fa9-4c81-90f7-1a01f1e76bbf	0	662	-	13098	657	97.6%	651	1	10	5
10165	telomere	c06294dc-d1aa-4b8f-8d0f-4fe1a1f17ff2	4346	5586	+	5900	1301	94.2%	1227	12	1	62
10169	telomere	c06294dc-d1aa-4b8f-8d0f-4fe1a1f17ff2	5748	5900	+	5900	159	90.1%	145	5	2	9
10173	telomere	21ed1456-e887-4b66-9415-67eebd922207	21	16487	-	16491	16612	98.7%	16428	7	31	177
10177	telomere	d0fdeb7b-918e-47d7-8fdc-bb1866885d72	0	1196	-	22329	1193	99.4%	1191	0	5	2
10181	telomere	dbf937af-35ec-4753-b21a-19288264408c	20016	20158	+	20168	149	94.6%	141	1	0	7
10185	telomere	84b07bd3-99d1-4e7d-ad49-ce548192a3ef	33318	33370	+	33845	52	94.2%	49	3	0	0
10189	telomere	84b07bd3-99d1-4e7d-ad49-ce548192a3ef	33388	33845	+	33845	486	90.8%	442	14	1	30
10193	telomere	088a12ba-59bf-4c60-acbd-615b98d4fd6e	339	3732	-	6227	3484	94.3%	3318	39	36	127
10197	telomere	f2ac811f-59e4-4653-91a8-7a298dc2224c	5	907	-	27914	924	95.8%	891	5	6	28
10201	telomere	47e03256-a657-4f62-9b4f-9fbd94721cc9	6	733	-	7156	739	95.4%	712	8	7	19
10205	telomere	fd840ced-4e23-431e-bbd9-2342a7af7449	18	24429	-	25764	24798	97.6%	24294	35	82	469
10209	telomere	43b56031-827a-4b49-8fea-47d2fc1d17f9	20	2747	-	2747	2775	95.1%	2669	26	32	80
10213	telomere	37736183-a7da-4f05-b326-7d39669580cf	0	997	-	9898	999	99.4%	995	0	2	4
10217	telomere	c0b18294-7e2a-4c47-a089-51aab60f23a9	9868	11082	+	11152	1302	90.8%	1186	24	4	92
10221	telomere	d96bc9c7-34fd-4651-ba23-66fd96c3b542	0	111	-	6252	115	96.5%	111	0	0	4
10225	telomere	28bb65f0-9063-4672-8407-a43aab949e8f	12	484	-	13007	458	97.0%	458	0	14	0
10229	telomere	45c134b4-abfe-4d70-9a73-71bc3a06fadf	8858	10162	+	10163	1364	93.7%	1282	18	4	64
10233	telomere	71b54735-3a88-4317-bba5-e401082d64bf	22642	22725	+	22729	83	100.0%	83	0	0	0
10237	telomere	5ba9ef2c-430b-4f18-b311-f99a94cedd0a	13652	13816	+	13816	164	95.2%	158	4	2	2
10241	telomere	0119090a-c18a-4126-aa98-cf2d0f5cd8e2	0	577	-	26596	570	98.1%	568	0	9	2
10245	telomere	0f12edc5-2d7e-48fc-8e9f-e7f338d4509d	0	997	-	14271	1008	96.4%	981	6	10	21
10249	telomere	0ccc6660-166a-4ad2-aae6-04f4cee9fc39	0	539	-	8856	550	95.9%	532	2	5	16
10253	telomere	3ca195e4-4b59-4b14-88e8-52a3dd890ada	0	754	-	32314	750	97.6%	743	0	11	7
10257	telomere	8b6dc89e-580b-4c99-b258-06afe9eec525	5483	5535	+	5549	54	96.3%	52	0	0	2
10261	telomere	3fad3a91-a265-4c19-bb9b-e7b7c72b5330	1	1131	-	6659	1133	98.5%	1121	4	5	8
10265	telomere	25871d33-fb79-4b9b-97cf-0a30b1de1f74	0	104	-	24796	106	97.2%	103	1	0	2
10269	telomere	727289d1-7ab2-4456-b66c-29ccb034db34	11	427	-	8224	405	95.7%	401	1	14	3
10273	telomere	2f054e6a-e2b1-40fa-b425-76b5c7309d36	8668	8733	+	8756	65	100.0%	65	0	0	0
10277	telomere	10fdbafc-2058-4109-85b5-c56ed1fbd067	0	670	-	11459	674	98.8%	667	2	1	5
10281	telomere	f0da9107-7f75-458a-a7eb-235f37898070	13224	13343	+	13461	119	98.3%	117	2	0	0
10285	telomere	f0da9107-7f75-458a-a7eb-235f37898070	13408	13461	+	13461	54	94.4%	51	2	0	1
10289	telomere	f938edc9-a1ac-4491-b44a-3fb74d180eb5	0	20516	-	20516	20598	99.4%	20490	2	24	106
10293	telomere	1e20b2c1-46d9-4659-9da3-58146cea25d9	0	500	-	10178	497	95.1%	485	2	13	10
10297	telomere	5f033db3-aec8-4b96-970f-11067646fcc3	0	699	-	18551	696	99.0%	694	0	5	2
10301	telomere	646c1a5e-2a5d-41ef-a74e-4d6cc1b3b6cc	1	797	-	10073	793	95.9%	775	6	15	12
10305	telomere	61542ce0-99a0-427d-89b7-217b0ea68321	0	752	-	18375	750	97.8%	742	1	9	7
10309	telomere	dbf8dd08-3c18-4aed-93d9-d0ecb908e5e5	18	78	-	27272	63	92.1%	58	2	0	3
10313	telomere	dbf8dd08-3c18-4aed-93d9-d0ecb908e5e5	182	16743	-	27272	16942	94.8%	16233	147	181	562
10317	telomere	156cb40e-d5be-4b02-827c-f986122a622b	0	752	-	12194	735	93.3%	715	6	31	14
10321	telomere	0c01acd7-b405-44cb-912d-6928b866e4db	0	881	-	31205	887	98.2%	874	4	3	9
10325	telomere	74d4f620-738d-485e-b56e-0f9708f9c048	0	1104	-	19483	1103	98.6%	1095	1	8	7
10329	telomere	e19dd7d9-f7c6-4b54-8498-887477d23015	4513	4588	+	4590	77	96.1%	74	1	0	2
10333	telomere	af56b5e1-5385-4aa6-a384-6c853482e1ed	0	746	-	18506	743	98.9%	740	1	5	2
